Serial No.;Sequenz;Verkaufsbeleg;Position;Name;MatBereitstell;Materialnummer;Text;Auftrag;MRP Contr.;Arbeitsplatz;Gewicht/1 ST [KG];Bedarfsmenge SD;Auftrag menge [TO];Gedrückt;Gedrückt [TO];Rest Presse;Rest Presse [TO];Oven/Furnace;Temprature;Prelim. Stage;MatVent.;Modellnummer;;;Quality;Quality-Version;YSOR vers.
4544;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072668;76/64.305.172 OT60K \ 76/64.305.172 PD-R;1,1E+11;PR;P-SA-V4;9,474;203;1,942;253;2,397;-48;-0,455;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4545;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072668;76/64.305.172 OT60K \ 76/64.305.172 PD-R;1,1E+11;PR;P-SA-V4;9,474;93;0,9;0;0;95;0,9;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4546;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072668;76/64.305.172 OT60K \ 76/64.305.172 PD-R;1,1E+11;PR;P-SA-V4;9,474;93;0,9;95;0,9;0;0;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4547;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072668;76/64.305.172 OT60K \ 76/64.305.172 PD-R;1,1E+11;PR;P-SA-V4;9,474;31;0,313;0;0;33;0,313;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4548;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072668;76/64.305.172 OT60K \ 76/64.305.172 PD-R;1,1E+11;PR;P-SA-V4;9,474;31;0,313;35;0,332;-2;-0,019;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4549;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072663;76/70.305.229 OT60K \ 76/70.305.229 PD-R;1,1E+11;PR;P-SA-V4;13,155;18;0,25;0;0;19;0,25;TOS;1480.00;;0.00;M.-15074;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4550;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072663;76/70.305.229 OT60K \ 76/70.305.229 PD-R;1,1E+11;PR;P-SA-V4;13,155;18;0,25;20;0,263;-1;-0,013;TOS;1480.00;;0.00;M.-15074;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4551;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072663;76/70.305.229 OT60K \ 76/70.305.229 PD-R;1,1E+11;PR;P-SA-V4;13,155;14;0,197;0;0;15;0,197;TOS;1480.00;;0.00;M.-15074;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4552;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072663;76/70.305.229 OT60K \ 76/70.305.229 PD-R;1,1E+11;PR;P-SA-V4;13,155;14;0,197;15;0,197;0;0;TOS;1480.00;;0.00;M.-15074;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4553;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072663;76/70.305.229 OT60K \ 76/70.305.229 PD-R;1,1E+11;PR;P-SA-V4;13,155;80;1,079;0;0;82;1,079;TOS;1480.00;;0.00;M.-15074;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4554;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072663;76/70.305.229 OT60K \ 76/70.305.229 PD-R;1,1E+11;PR;P-SA-V4;13,155;80;1,079;90;1,184;-8;-0,105;TOS;1480.00;;0.00;M.-15074;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4555;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072664;76/64.305.229 OT60K \ 76/64.305.229 PD-R;1,1E+11;PR;P-SA-V4;12,639;102;1,314;0;0;104;1,314;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4556;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072664;76/64.305.229 OT60K \ 76/64.305.229 PD-R;1,1E+11;PR;P-SA-V4;12,639;102;1,314;113;1,428;-9;-0,114;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4557;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072664;76/64.305.229 OT60K \ 76/64.305.229 PD-R;1,1E+11;PR;P-SA-V4;12,639;49;0,645;0;0;51;0,645;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4558;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072664;76/64.305.229 OT60K \ 76/64.305.229 PD-R;1,1E+11;PR;P-SA-V4;12,639;49;0,645;52;0,657;-1;-0,013;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4559;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072664;76/64.305.229 OT60K \ 76/64.305.229 PD-R;1,1E+11;PR;P-SA-V4;12,639;16;0,215;0;0;17;0,215;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4560;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072664;76/64.305.229 OT60K \ 76/64.305.229 PD-R;1,1E+11;PR;P-SA-V4;12,639;16;0,215;20;0,253;-3;-0,038;TOS;1480.00;;0.00;M.-16141;STANDARD, KAMMERRAHMEN, PD-R60S;OT60K-9.41201.000-S;900684;H001;'@9V@
4561;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100052842;1-76 OT70K \ o.G.;1,1E+11;PR;P-SI-L5;5,341;11.211,00;11,889;0;0;2.226,00;11,889;MTO;1725.00;;0.00;M.-1019;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4562;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100052842;1-76 OT70K \ o.G.;1,1E+11;PR;P-SI-L5;5,341;11.211,00;11,889;2.226,00;11,889;0;0;MTO;1725.00;;0.00;M.-1019;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4563;0;520002568;0;Taiwan Glass Ind. Corporation;18.11.2016;8100072637;500X500X75 ZM20AB-H \ 500X500X75 ZM20AB;1,1E+11;HF;HAND;56,25;60;3,488;0;0;62;3,488;HTO;1620.00;;1.00;P30712;STANDARD, HANDFORM, TOPFRINGE;ZM20AB-H-9.70003.005-S;900796;H001;'@5F@
4564;0;520002568;0;Taiwan Glass Ind. Corporation;18.11.2016;8100072637;500X500X75 ZM20AB-H \ 500X500X75 ZM20AB;1,1E+11;HF;HAND;56,25;60;3,488;0;0;62;3,488;HTO;1620.00;;1.00;P30712;STANDARD, HANDFORM, TOPFRINGE;ZM20AB-H-9.70003.005-S;900796;H001;'@5F@
4565;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062313;DF114/108.510 GEH \ 45055 GEH;1,1E+11;PR;P-SI-V9;21,503;72;1,613;0;0;75;1,613;HWO;1435.00;;1.00;M.-15275B;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
4566;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062313;DF114/108.510 GEH \ 45055 GEH;1,1E+11;PR;P-SI-V9;21,503;72;1,613;90;1,935;-15;-0,323;HWO;1435.00;;1.00;M.-15275B;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
4567;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062314;DF114/108.510_1 GEH \ 45058 GEH;1,1E+11;PR;P-SI-V9;32,428;72;2,432;0;0;75;2,432;HWO;1435.00;;1.00;M.-15274B;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
4568;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062314;DF114/108.510_1 GEH \ 45058 GEH;1,1E+11;PR;P-SI-V9;32,428;72;2,432;84;2,724;-9;-0,292;HWO;1435.00;;1.00;M.-15274B;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
4569;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062317;WL546X535X100 GEHQ-H \ 21615/4-7 GEH;1,1E+11;HF;HAND;39,168;100;4,034;0;0;103;4,034;HWO;1435.00;;1.00;S25511A;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
4570;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062317;WL546X535X100 GEHQ-H \ 21615/4-7 GEH;1,1E+11;HF;HAND;39,168;100;4,034;103;4,034;0;0;HWO;1435.00;;1.00;S25511A;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
4571;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062318;WL546X535X75 GEHQ-H \ 21615/4-8 GEH;1,1E+11;HF;HAND;29,376;12;0,382;0;0;13;0,382;HWO;1435.00;;1.00;S25511B;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
4572;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062318;WL546X535X75 GEHQ-H \ 21615/4-8 GEH;1,1E+11;HF;HAND;29,376;12;0,382;13;0,382;0;0;HWO;1435.00;;1.00;S25511B;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
4573;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062319;WL546X535X110 GEHQ-H \ 21615/4-9 GEH;1,1E+11;HF;HAND;43,074;12;0,56;0;0;13;0,56;HWO;1435.00;;1.00;S25511;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
4574;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062319;WL546X535X110 GEHQ-H \ 21615/4-9 GEH;1,1E+11;HF;HAND;43,074;12;0,56;13;0,56;0;0;HWO;1435.00;;1.00;S25511;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
4575;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100057535;230X152X114 GEH \ 230X152X114 GEH;1,1E+11;PR;P-SI-V12;7,293;92;0,693;0;0;95;0,693;HWO;1435.00;;1.00;M.-10882A;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
4576;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100057535;230X152X114 GEH \ 230X152X114 GEH;1,1E+11;PR;P-SI-V12;7,293;92;0,693;100;0,729;-5;-0,036;HWO;1435.00;;1.00;M.-10882A;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
4577;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062311;WL345X325X100 GEH-H \ 21617/4-9 GEH;1,1E+11;HF;HAND;13,32;72;0,999;0;0;75;0,999;HWO;1435.00;;1.00;S25507;STANDARD, MAX. 30 KG, HANDFORM;GEH-H-9.04003.003-S;900574;H001;'@9V@
4578;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062311;WL345X325X100 GEH-H \ 21617/4-9 GEH;1,1E+11;HF;HAND;13,32;72;0,999;75;0,999;0;0;HWO;1435.00;;1.00;S25507;STANDARD, MAX. 30 KG, HANDFORM;GEH-H-9.04003.003-S;900574;H001;'@9V@
4579;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062312;WL312X282X100 GEH-H \ 21617/4-10 GEH;1,1E+11;HF;HAND;10,35;72;0,776;0;0;75;0,776;HWO;1435.00;;1.00;S25508;AUSWEICHVERSATZ, MAX. 30KG, HANDFORM;GEH-H-9.04003.004-A;900574;H002;'@9V@
4580;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062312;WL312X282X100 GEH-H \ 21617/4-10 GEH;1,1E+11;HF;HAND;10,35;72;0,776;75;0,776;0;0;HWO;1435.00;;1.00;S25508;AUSWEICHVERSATZ, MAX. 30KG, HANDFORM;GEH-H-9.04003.004-A;900574;H002;'@9V@
4581;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062308;DF117/106.410_1 GEH-H \ 1.35098 GEH;1,1E+11;HF;HAND;25,164;50;1,309;0;0;52;1,309;HWO;1435.00;;1.00;S25509;STANDARD, MAX. 30 KG, HANDFORM;GEH-H-9.04003.003-S;900574;H001;'@9V@
4582;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062308;DF117/106.410_1 GEH-H \ 1.35098 GEH;1,1E+11;HF;HAND;25,164;50;1,309;52;1,309;0;0;HWO;1435.00;;1.00;S25509;STANDARD, MAX. 30 KG, HANDFORM;GEH-H-9.04003.003-S;900574;H001;'@9V@
4583;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062292;DF117/106.410 GEH-H \ 1.35095 GEH;1,1E+11;HF;HAND;16,794;50;0,873;0;0;52;0,873;HWO;1435.00;;1.00;S25509A;STANDARD, MAX. 30 KG, HANDFORM;GEH-H-9.04003.003-S;900574;H001;'@9V@
4584;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100062292;DF117/106.410 GEH-H \ 1.35095 GEH;1,1E+11;HF;HAND;16,794;50;0,873;52;0,873;0;0;HWO;1435.00;;1.00;S25509A;STANDARD, MAX. 30 KG, HANDFORM;GEH-H-9.04003.003-S;900574;H001;'@9V@
4585;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100069466;DF119/104.410_1 GC-H \ 1.35138 GC;1,1E+11;HF;HAND;24,902;50;1,295;0;0;52;1,295;HWO;1435.00;;1.00;S25510;STANDARD, HANDFORM, BRAND HWO, MAX. 15KG;GC-H-9.04803.001-S;900642;H001;'@5F@
4586;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100069466;DF119/104.410_1 GC-H \ 1.35138 GC;1,1E+11;HF;HAND;24,902;50;1,295;52;1,295;0;0;HWO;1435.00;;1.00;S25510;STANDARD, HANDFORM, BRAND HWO, MAX. 15KG;GC-H-9.04803.001-S;900642;H001;'@5F@
4587;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100069465;DF119/104.410 GC-H \ 1.35135 GC;1,1E+11;HF;HAND;16,643;50;0,865;0;0;52;0,865;HWO;1435.00;;1.00;S25510A;STANDARD, HANDFORM, BRAND HWO, MAX. 15KG;GC-H-9.04803.001-S;900642;H001;'@5F@
4588;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100069465;DF119/104.410 GC-H \ 1.35135 GC;1,1E+11;HF;HAND;16,643;50;0,865;52;0,865;0;0;HWO;1435.00;;1.00;S25510A;STANDARD, HANDFORM, BRAND HWO, MAX. 15KG;GC-H-9.04803.001-S;900642;H001;'@5F@
4589;0;120028196;0;Santos Barosa Vidros SA;11.11.2016;8100072194;BS240X240X201 OZ92-H \ 21623/4 OZ92;1,1E+11;HF;HAND;38,254;12;0,497;0;0;13;0,497;HTO;1720.00;;1.00;P30692;STANDARDVERSATZ, HANDFORM, BRAND 6H,120H, FORMMAß SETZMAß -0,5%;OZ92-H-9.70803.001-S;900835;H002;'@5F@
4590;0;120028196;0;Santos Barosa Vidros SA;11.11.2016;8100072194;BS240X240X201 OZ92-H \ 21623/4 OZ92;1,1E+11;HF;HAND;38,254;12;0,497;0;0;13;0,497;HTO;1720.00;;1.00;P30692;STANDARDVERSATZ, HANDFORM, BRAND 6H,120H, FORMMAß SETZMAß -0,5%;OZ92-H-9.70803.001-S;900835;H002;'@5F@
4591;0;;0;;;8100063931;302287-S SL76LA-H \ o.G.;1,1E+11;HF;HAND;4,554;370;1,685;0;0;370;1,685;MTO;1500.00;;1.00;Y3411;STANDARD;SL76LA-H-9.43913.000-S;900784;H001;'@5F@
4592;0;;0;;;8100063931;302287-S SL76LA-H \ o.G.;1,1E+11;HF;HAND;4,554;370;1,685;246;1,12;124;0,565;MTO;1500.00;;1.00;Y3411;STANDARD;SL76LA-H-9.43913.000-S;900784;H001;'@5F@
4593;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100052912;1B-76 OT65K \ 1B-76 PDR65S;1,1E+11;PR;P-SI-H2;7,728;66;2,396;0;0;310;2,396;MTO;1550.00;;0.00;M.-5138A;STANDARD,KAMMERRAHMEN, PD-R65S;OT65K-9.42001.004-S;900685;H001;'@9V@
4594;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100052912;1B-76 OT65K \ 1B-76 PDR65S;1,1E+11;PR;P-SI-H2;7,728;66;2,396;328;2,535;-18;-0,139;MTO;1550.00;;0.00;M.-5138A;STANDARD,KAMMERRAHMEN, PD-R65S;OT65K-9.42001.004-S;900685;H001;'@9V@
4595;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100053035;1L-76 OT65K \ 1L-76 PDR65S;1,1E+11;PR;P-SI-H2;7,682;2.172,00;16,847;0;0;2.193,00;16,847;MTO;1550.00;;1.00;M.-4526;STANDARD,KAMMERRAHMEN, PD-R65S;OT65K-9.42001.004-S;900685;H001;'@9V@
4596;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100053035;1L-76 OT65K \ 1L-76 PDR65S;1,1E+11;PR;P-SI-H2;7,682;2.172,00;16,847;2.214,00;17,008;-21;-0,161;MTO;1550.00;;1.00;M.-4526;STANDARD,KAMMERRAHMEN, PD-R65S;OT65K-9.42001.004-S;900685;H001;'@9V@
4597;0;520002474;0;SCHLÜSSLER Feuerungsbau GmbH;17.10.2016;8100072695;AT33N OT60X-H \ AT33N OT60X;1,1E+11;HF;HAND;7,182;75;0,56;0;0;78;0,56;HOS;1420.00;;1.00;P30729;STANDARD, HANDFORM CHEMISCH GEBUNDEN;OT60X-H-9.41003.104-S;900671;H001;'@5F@
4598;0;520002474;0;SCHLÜSSLER Feuerungsbau GmbH;17.10.2016;8100072695;AT33N OT60X-H \ AT33N OT60X;1,1E+11;HF;HAND;7,182;75;0,56;0;0;78;0,56;HOS;1420.00;;1.00;P30729;STANDARD, HANDFORM CHEMISCH GEBUNDEN;OT60X-H-9.41003.104-S;900671;H001;'@5F@
4599;0;520002556;0;OGM-BI d.o.o.;25.10.2016;8100054380;90206 LR50 \ 90206 LR50;1,1E+11;PR;P-SA-L3;9,946;54;0,557;0;0;56;0,557;TOS;1470.00;;1.00;M.-7290A;AUSWEICHVERSATZ, VOLLSTEIN;LR50-9.39701.002-S;900552;H005;'@9V@
4600;0;520002556;0;OGM-BI d.o.o.;25.10.2016;8100054380;90206 LR50 \ 90206 LR50;1,1E+11;PR;P-SA-L3;9,946;54;0,557;0;0;56;0,557;TOS;1470.00;;1.00;M.-7290A;AUSWEICHVERSATZ, VOLLSTEIN;LR50-9.39701.002-S;900552;H005;'@9V@
4601;0;520002556;0;OGM-BI d.o.o.;24.11.2016;8100054380;90206 LR50 \ 90206 LR50;1,1E+11;PR;P-SA-L3;9,946;54;0,557;0;0;56;0,557;TOS;1470.00;;1.00;M.-7290A;AUSWEICHVERSATZ, VOLLSTEIN;LR50-9.39701.002-S;900552;H005;'@9V@
4602;0;520002556;0;OGM-BI d.o.o.;24.11.2016;8100054380;90206 LR50 \ 90206 LR50;1,1E+11;PR;P-SA-L3;9,946;54;0,557;0;0;56;0,557;TOS;1470.00;;1.00;M.-7290A;AUSWEICHVERSATZ, VOLLSTEIN;LR50-9.39701.002-S;900552;H005;'@9V@
4603;0;520002556;0;OGM-BI d.o.o.;23.12.2016;8100054380;90206 LR50 \ 90206 LR50;1,1E+11;PR;P-SA-L3;9,946;108;1,114;0;0;112;1,114;TOS;1470.00;;1.00;M.-7290A;AUSWEICHVERSATZ, VOLLSTEIN;LR50-9.39701.002-S;900552;H005;'@9V@
4604;0;520002556;0;OGM-BI d.o.o.;23.12.2016;8100054380;90206 LR50 \ 90206 LR50;1,1E+11;PR;P-SA-L3;9,946;108;1,114;0;0;112;1,114;TOS;1470.00;;1.00;M.-7290A;AUSWEICHVERSATZ, VOLLSTEIN;LR50-9.39701.002-S;900552;H005;'@9V@
4605;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100069476;1 PD-SI6 \ t.o.G.;1,1E+11;PR;P-SI-V13;1,091;500;0,573;0;0;525;0,573;HWO;1435.00;;1.00;M.-8163;VERSUCH, FORMMAß: PRESSHÖHE=SETZMAß +2,5%;PD-SI/L6-5.07611.008;900861;H001;'@9V@
4606;0;120028196;0;Santos Barosa Vidros SA;31.10.2016;8100069476;1 PD-SI6 \ t.o.G.;1,1E+11;PR;P-SI-V13;1,091;500;0,573;570;0,622;-45;-0,049;HWO;1435.00;;1.00;M.-8163;VERSUCH, FORMMAß: PRESSHÖHE=SETZMAß +2,5%;PD-SI/L6-5.07611.008;900861;H001;'@9V@
4607;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072654;76/70.381.229 OT70K \ o.G.;1,1E+11;PR;P-SI-H2;17,069;5;0,102;0;0;6;0,102;MTO;1725.00;;0.00;M.-11660B;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4608;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072654;76/70.381.229 OT70K \ o.G.;1,1E+11;PR;P-SI-H2;17,069;5;0,102;10;0,171;-4;-0,068;MTO;1725.00;;0.00;M.-11660B;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4609;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072653;76/70.381.152 OT70K \ o.G.;1,1E+11;PR;P-SI-H2;11,331;220;2,527;0;0;223;2,527;MTO;1725.00;;0.00;M.-11660B;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4610;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072653;76/70.381.152 OT70K \ o.G.;1,1E+11;PR;P-SI-H2;11,331;220;2,527;230;2,606;-7;-0,079;MTO;1725.00;;0.00;M.-11660B;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4611;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072655;76/64.343.152 OT70K \ o.G.;1,1E+11;PR;P-SI-H2;9,779;2.060,00;8,41;0;0;860;8,41;MTO;1725.00;;0.00;M.-16131;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4612;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072655;76/64.343.152 OT70K \ o.G.;1,1E+11;PR;P-SI-H2;9,779;2.060,00;8,41;860;8,41;0;0;MTO;1725.00;;0.00;M.-16131;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4613;0;520002556;0;OGM-BI d.o.o.;25.10.2016;8100054355;90000 LR50-K \ 90000 LR50;1,1E+11;PR;P-SA-L4;23,91;810;19,965;0;0;835;19,965;TOS;1470.00;;1.00;M.-4900;VERSUCH;LR50-K-5.39561.071;900699;H016;'@9V@
4614;0;520002556;0;OGM-BI d.o.o.;25.10.2016;8100054355;90000 LR50-K \ 90000 LR50;1,1E+11;PR;P-SA-L4;23,91;810;19,965;960;22,954;-125;-2,989;TOS;1470.00;;1.00;M.-4900;VERSUCH;LR50-K-5.39561.071;900699;H016;'@9V@
4615;0;520002556;0;OGM-BI d.o.o.;24.11.2016;8100054355;90000 LR50-K \ 90000 LR50;1,1E+11;PR;P-SA-L4;23,91;810;17,096;0;0;715;17,096;TOS;1470.00;;1.00;M.-4900;VERSUCH;LR50-K-5.39561.071;900699;H016;'@9V@
4616;0;520002556;0;OGM-BI d.o.o.;24.11.2016;8100054355;90000 LR50-K \ 90000 LR50;1,1E+11;PR;P-SA-L4;23,91;810;17,096;720;17,215;-5;-0,12;TOS;1470.00;;1.00;M.-4900;VERSUCH;LR50-K-5.39561.071;900699;H016;'@9V@
4617;0;520002556;0;OGM-BI d.o.o.;23.12.2016;8100054355;90000 LR50-K \ 90000 LR50;1,1E+11;PR;P-SA-L4;23,91;1.620,00;39,906;0;0;1.669,00;39,906;TOS;1470.00;;1.00;M.-4900;VERSUCH;LR50-K-5.39561.071;900699;H016;'@9V@
4618;0;520002556;0;OGM-BI d.o.o.;23.12.2016;8100054355;90000 LR50-K \ 90000 LR50;1,1E+11;PR;P-SA-L4;23,91;1.620,00;39,906;1.680,00;40,169;-11;-0,263;TOS;1470.00;;1.00;M.-4900;VERSUCH;LR50-K-5.39561.071;900699;H016;'@9V@
4619;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072656;76/64.343.229 OT70K \ o.G.;1,1E+11;PR;P-SI-H2;14,735;44;0,678;0;0;46;0,678;MTO;1725.00;;0.00;M.-16131;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4620;0;520002534;0;Crisa Libbey México S de RL de CV;20.10.2016;8100072656;76/64.343.229 OT70K \ o.G.;1,1E+11;PR;P-SI-H2;14,735;44;0,678;50;0,737;-4;-0,059;MTO;1725.00;;0.00;M.-16131;AUSWEICHVERSATZ, KAMMERRAHMEN, PD-R70S;OT70K-9.43001.004-S;900509;H004;'@9V@
4621;0;520002556;0;OGM-BI d.o.o.;25.10.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;1,477;0;0;56;1,477;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
4622;0;520002556;0;OGM-BI d.o.o.;25.10.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;1,477;56;1,477;0;0;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
